Id,Predicted
267-873,False
71-160,False
187-786,False
588-869,False
581-742,False
693-732,False
31-310,False
5-329,True
156-308,False
68-643,False
711-924,False
17-105,False
82-783,False
235-667,False
112-747,False
76-925,False
184-627,False
339-603,False
630-836,False
7-422,False
377-722,False
71-346,False
177-541,False
26-751,False
431-669,False
516-711,False
242-355,False
274-446,False
71-124,False
321-918,False
400-599,False
68-444,False
115-246,False
68-909,False
434-822,False
326-653,False
219-222,False
487-613,False
10-163,False
450-664,False
662-791,False
486-783,False
415-531,False
160-840,False
82-112,False
495-515,False
308-390,False
285-395,False
130-556,False
740-751,False
124-825,False
341-787,False
344-689,False
222-900,False
17-516,False
209-280,False
126-239,False
126-141,False
450-577,False
1-667,False
65-685,False
710-916,False
195-933,False
240-941,False
29-876,False
80-919,False
215-747,False
273-274,False
665-801,False
744-942,False
107-247,False
683-723,False
49-294,False
780-875,False
25-750,False
36-339,False
239-603,False
10-843,False
246-446,False
482-661,False
209-669,False
4-768,True
579-735,False
310-516,False
91-503,False
68-344,False
150-324,False
103-448,False
119-308,False
25-400,False
246-582,False
140-465,False
505-861,False
42-783,False
206-734,False
615-801,False
215-503,False
643-850,False
281-476,False
321-562,False
137-610,False
449-487,False
48-446,False
581-754,False
48-916,False
339-341,False
197-324,False
300-667,False
382-889,False
934-942,False
307-689,False
103-709,False
487-516,False
739-819,False
580-916,False
403-901,False
151-869,False
750-865,False
377-414,False
627-671,False
294-638,False
205-804,False
502-787,False
143-728,False
118-292,False
495-733,False
267-834,False
257-377,False
53-336,False
427-588,False
246-735,False
25-141,False
445-821,False
137-189,False
133-401,False
469-685,False
121-434,False
226-247,False
511-933,False
787-934,False
19-310,False
640-927,False
285-427,False
287-312,False
615-830,False
580-629,False
123-444,False
344-469,False
326-462,False
24-480,False
710-840,False
301-918,False
11-390,False
469-615,False
184-452,False
7-71,False
235-714,False
901-942,False
91-342,False
19-274,False
247-339,False
526-857,False
17-160,False
82-733,False
239-933,False
95-226,False
315-423,False
510-924,False
118-300,False
405-704,False
526-804,False
156-627,False
25-163,False
103-199,False
19-107,False
26-507,False
341-516,False
359-419,False
403-452,False
665-859,False
85-766,False
292-775,False
287-859,False
482-786,False
19-883,False
163-505,False
239-833,False
19-98,False
14-133,False
514-896,False
112-760,False
324-857,False
317-679,False
526-842,False
683-750,False
782-902,False
312-742,False
412-845,False
82-123,False
112-526,False
640-641,False
209-321,False
569-603,False
857-922,False
679-733,False
85-754,False
135-747,False
510-603,False
615-764,False
684-934,False
192-819,False
187-376,False
830-845,False
267-368,False
229-300,False
36-410,False
281-503,False
376-875,False
346-438,False
526-772,False
393-448,False
329-901,False
25-465,False
161-747,False
25-188,False
26-830,False
581-739,False
7-206,False
368-889,False
135-235,False
242-740,False
38-274,False
107-508,False
10-778,False
15-169,False
222-610,False
130-133,False
91-412,False
98-447,False
121-474,False
514-774,False
105-722,False
86-115,False
2-854,False
627-873,False
364-840,False
150-792,False
873-883,False
368-821,False
135-339,False
103-442,False
257-438,False
653-883,False
449-751,False
486-682,False
495-883,False
508-900,False
679-843,False
376-791,False
376-896,False
184-285,False
199-778,False
556-674,False
403-409,False
569-679,False
51-889,False
545-744,False
400-883,False
110-267,False
522-919,False
4-581,True
2-438,False
560-900,False
308-918,False
527-671,False
197-792,False
267-780,False
541-819,False
61-814,False
264-440,False
261-677,False
379-412,False
444-582,False
310-610,False
556-912,False
341-786,False
643-754,False
112-209,False
115-875,False
376-588,False
436-487,False
467-853,False
436-890,False
363-890,False
17-523,False
307-367,False
541-805,False
15-419,False
603-853,False
854-896,False
223-449,False
857-933,False
170-327,False
502-918,False
677-918,False
755-814,False
54-257,False
583-696,False
3-124,False
502-757,False
280-792,False
15-588,False
107-584,False
410-830,False
672-760,False
467-480,False
14-412,False
376-854,False
140-219,False
273-640,False
233-499,False
405-469,False
684-709,False
30-467,False
261-541,False
583-599,False
409-424,False
324-842,False
68-124,False
140-449,False
267-305,False
316-476,False
531-744,False
699-883,False
414-865,False
294-422,False
649-857,False
563-768,False
638-869,False
21-757,False
438-562,False
48-257,False
68-424,False
206-522,False
319-653,False
11-912,False
496-919,False
105-329,False
76-468,False
139-890,False
202-814,False
376-591,False
465-822,False
294-637,False
358-581,False
476-640,False
641-659,False
140-261,False
489-595,False
545-662,False
118-412,False
240-569,False
281-812,False
431-803,False
416-896,False
206-233,False
43-801,False
90-692,False
110-287,False
163-281,False
229-379,False
444-671,False
722-812,False
118-738,False
118-836,False
280-766,False
78-257,False
342-419,False
305-583,False
363-888,False
363-670,False
119-246,False
66-764,False
110-169,False
531-854,False
66-403,False
283-414,False
54-674,False
324-804,False
339-465,False
11-153,False
359-458,False
197-772,False
379-410,False
522-775,False
317-400,False
36-272,False
526-888,False
48-853,False
1-664,False
364-662,False
369-527,False
313-733,False
110-551,False
368-440,False
15-833,False
545-629,False
10-139,False
502-580,False
637-704,False
416-679,False
801-815,False
226-937,False
110-942,False
363-465,False
588-805,False
308-482,False
199-428,False
187-511,False
211-674,False
189-376,False
235-909,False
359-414,False
143-526,False
178-563,False
446-698,False
742-751,False
738-840,False
187-378,False
83-707,False
698-723,False
169-581,False
629-819,False
65-487,False
355-751,False
338-669,False
17-511,False
489-918,False
7-805,False
359-693,False
261-821,False
390-805,False
607-738,False
486-755,False
339-423,False
424-489,False
91-572,False
497-653,False
401-707,False
345-673,False
305-511,False
421-735,False
393-764,False
178-919,False
110-545,False
7-557,False
257-883,False
583-865,False
359-890,False
135-723,False
156-427,False
42-541,False
257-641,False
285-873,False
118-275,False
369-400,False
91-556,False
316-817,False
338-588,False
341-379,False
61-511,False
757-760,False
324-737,False
428-577,False
82-918,False
465-582,False
48-934,False
42-401,False
816-938,False
7-36,False
313-812,False
202-515,False
15-462,False
508-738,False
819-821,False
209-775,False
174-709,False
240-274,False
137-169,False
43-859,False
174-671,False
151-527,False
296-634,False
502-572,False
416-707,False
25-355,False
414-415,False
405-780,False
29-816,False
115-563,False
215-465,False
599-693,False
839-840,False
313-833,False
324-630,False
53-446,False
105-591,False
412-526,False
740-888,False
445-595,False
274-643,False
812-845,False
71-85,False
861-924,False
637-643,False
49-371,False
414-562,False
390-699,False
560-844,False
342-615,False
545-875,False
317-677,False
85-229,False
137-812,False
55-710,False
89-273,False
474-775,False
10-489,False
133-933,False
126-696,False
364-603,False
688-780,False
390-890,False
664-941,False
405-684,False
178-409,False
115-671,False
153-739,False
65-91,False
98-569,False
257-516,False
301-670,False
422-887,False
468-512,False
153-514,False
740-891,False
766-822,False
215-760,False
523-927,False
267-615,False
135-667,False
264-468,False
722-938,False
283-462,False
501-704,False
873-922,False
672-754,False
2-522,False
305-722,False
591-896,False
732-764,False
395-569,False
640-671,False
345-499,False
280-712,False
17-735,False
822-941,False
378-422,False
630-916,False
44-634,False
189-630,False
137-408,False
775-865,False
355-682,False
215-416,False
503-812,False
91-890,False
783-824,False
292-424,False
909-934,False
682-709,False
123-462,False
538-607,False
412-511,False
232-661,False
115-817,False
40-588,False
83-711,False
486-714,False
462-927,False
209-431,False
315-707,False
280-819,False
344-468,False
512-732,False
465-579,False
95-673,False
71-208,False
44-135,False
43-103,False
307-569,False
522-791,False
684-783,False
511-692,False
469-733,False
326-711,False
177-344,False
229-285,False
98-326,False
151-811,False
86-876,False
29-630,False
836-902,False
556-925,False
312-869,False
667-783,False
442-572,False
409-664,False
527-787,False
222-557,False
27-613,False
44-707,False
30-130,False
38-671,False
177-672,False
400-900,False
156-804,False
121-803,False
576-584,False
569-830,False
341-938,False
312-595,False
428-489,False
48-226,False
709-805,False
103-462,False
98-444,False
174-918,False
283-935,False
232-557,False
577-836,False
421-496,False
209-688,False
382-405,False
71-379,False
324-734,False
294-919,False
59-813,False
29-523,False
419-742,False
296-688,False
80-669,False
308-869,False
324-591,False
264-923,False
29-467,False
272-909,False
50-738,False
130-707,False
118-757,False
496-677,False
424-750,False
486-579,False
869-923,False
754-768,False
301-941,False
2-812,False
560-824,False
267-673,False
610-699,False
113-371,False
211-673,False
17-458,False
562-581,False
188-301,False
85-804,False
24-174,False
257-321,False
141-891,False
38-834,False
139-514,False
316-889,False
90-400,False
123-836,False
68-538,False
55-750,False
105-778,False
780-927,False
399-514,False
61-556,False
143-177,False
630-869,False
376-673,False
344-364,False
324-582,False
27-211,False
90-780,False
137-247,False
414-641,False
508-869,False
572-780,False
551-679,False
135-310,False
115-641,False
54-801,False
239-768,False
324-476,False
232-723,False
379-421,False
156-376,False
103-107,False
746-768,False
476-817,False
714-816,False
861-883,False
277-942,False
82-751,False
670-688,False
105-556,False
667-839,False
110-150,False
294-312,False
358-830,False
369-503,False
581-693,False
169-912,False
71-438,False
189-421,False
301-876,False
118-341,False
24-36,False
569-924,False
390-859,False
86-883,False
588-768,False
355-410,False
71-98,False
156-638,False
307-918,False
836-891,False
105-336,False
163-716,False
791-814,False
76-369,False
222-595,False
44-233,False
140-754,False
240-670,False
29-283,False
419-836,False
141-233,False
161-746,False
123-257,False
358-367,False
86-922,False
503-643,False
423-581,False
86-674,False
65-317,False
272-275,False
150-497,False
188-683,False
287-531,False
222-538,False
510-768,False
83-177,False
440-641,False
7-615,False
450-923,False
486-527,False
503-732,False
174-834,False
305-423,False
235-412,False
900-916,False
76-638,False
170-512,False
118-409,False
419-898,False
178-750,False
25-410,False
778-876,False
421-556,False
378-740,False
410-925,False
696-710,False
30-672,False
336-431,False
377-615,False
446-927,False
516-859,False
199-732,False
508-740,False
296-560,False
44-710,False
649-901,False
110-468,False
317-857,False
89-812,False
313-896,False
300-791,False
382-830,False
141-937,False
801-922,False
103-327,False
499-610,False
261-427,False
10-415,False
27-118,False
403-462,False
197-281,False
107-368,False
474-817,False
336-452,False
132-557,False
11-850,False
27-300,False
110-891,False
170-188,False
48-804,False
27-502,False
569-853,False
283-766,False
516-922,False
11-888,False
139-811,False
105-462,False
49-683,False
329-900,False
300-924,False
115-696,False
345-634,False
267-569,False
732-842,False
135-786,False
487-750,False
405-512,False
141-859,False
410-489,False
630-803,False
232-515,False
310-400,False
556-801,False
226-869,False
51-321,False
296-664,False
130-208,False
14-766,False
817-891,False
24-65,False
723-787,False
722-922,False
80-312,False
65-927,False
440-615,False
738-891,False
42-875,False
19-189,False
591-834,False
732-840,False
671-821,False
766-840,False
583-634,False
857-912,False
510-842,False
427-710,False
287-692,False
591-716,False
101-722,False
403-414,False
421-563,False
783-821,False
215-556,False
321-414,False
344-363,False
363-712,False
671-766,False
400-480,False
447-901,False
653-834,False
55-672,False
699-732,False
25-169,False
86-845,False
31-445,False
615-755,False
50-664,False
118-816,False
813-937,False
4-310,True
698-786,False
15-495,False
7-679,False
233-840,False
545-817,False
137-317,False
90-351,False
43-401,False
294-673,False
458-563,False
824-942,False
261-452,False
48-499,False
805-888,False
489-722,False
205-716,False
42-107,False
133-673,False
59-267,False
336-630,False
296-941,False
312-580,False
526-922,False
709-919,False
496-595,False
184-294,False
474-735,False
659-901,False
740-854,False
82-922,False
569-786,False
83-141,False
85-126,False
305-836,False
156-505,False
76-834,False
591-737,False
65-916,False
26-132,False
287-801,False
310-582,False
405-933,False
476-935,False
324-516,False
137-395,False
36-264,False
287-358,False
11-444,False
43-735,False
434-674,False
160-359,False
307-857,False
476-786,False
31-405,False
78-757,False
242-400,False
174-825,False
436-787,False
30-560,False
48-188,False
43-515,False
272-448,False
669-723,False
438-801,False
113-853,False
229-664,False
49-211,False
857-890,False
169-329,False
126-630,False
346-941,False
510-613,False
90-714,False
40-791,False
49-842,False
91-787,False
121-824,False
86-813,False
714-910,False
59-649,False
187-634,False
345-505,False
132-865,False
76-737,False
119-900,False
526-581,False
199-393,False
187-581,False
515-883,False
803-900,False
247-482,False
153-264,False
195-359,False
15-744,False
226-696,False
48-583,False
495-857,False
312-824,False
272-812,False
449-780,False
339-415,False
300-844,False
242-629,False
1-376,False
814-889,False
395-782,False
66-476,False
208-512,False
126-317,False
10-358,False
118-174,False
840-883,False
395-830,False
86-723,False
95-442,False
296-792,False
78-682,False
613-669,False
141-811,False
91-891,False
414-918,False
141-403,False
308-764,False
531-637,False
246-277,False
449-803,False
170-853,False
71-640,False
514-582,False
489-662,False
197-345,False
98-792,False
44-661,False
86-515,False
151-369,False
151-163,False
452-747,False
50-783,False
764-839,False
153-723,False
710-744,False
545-588,False
369-916,False
27-891,False
2-133,False
43-766,False
412-613,False
15-177,False
222-814,False
202-421,False
556-938,False
416-704,False
673-910,False
400-582,False
199-693,False
112-412,False
755-834,False
572-669,False
452-737,False
188-510,False
150-482,False
86-410,False
613-792,False
313-507,False
229-747,False
51-933,False
292-662,False
321-716,False
393-735,False
468-768,False
850-883,False
321-888,False
44-522,False
261-888,False
61-922,False
11-326,False
317-393,False
465-750,False
66-101,False
38-273,False
344-367,False
359-845,False
813-844,False
615-887,False
233-755,False
223-580,False
754-933,False
25-937,False
641-822,False
764-842,False
580-692,False
178-294,False
341-685,False
369-382,False
55-896,False
910-942,False
416-610,False
588-603,False
316-854,False
59-150,False
140-560,False
219-880,False
43-772,False
107-556,False
235-351,False
346-728,False
900-909,False
577-751,False
103-321,False
462-486,False
143-783,False
754-842,False
591-774,False
405-511,False
246-272,False
85-342,False
503-698,False
107-873,False
48-68,False
576-883,False
693-778,False
54-405,False
135-448,False
599-766,False
569-780,False
732-825,False
557-696,False
82-934,False
105-822,False
26-630,False
1-613,False
516-803,False
205-444,False
169-850,False
409-775,False
65-845,False
51-446,False
782-839,False
211-273,False
448-505,False
85-927,False
918-922,False
489-825,False
588-889,False
65-160,False
501-607,False
296-859,False
315-753,False
419-449,False
419-556,False
313-747,False
403-634,False
363-746,False
132-595,False
912-933,False
693-734,False
583-937,False
82-261,False
854-887,False
195-338,False
26-86,False
395-839,False
405-486,False
467-822,False
19-341,False
121-499,False
10-775,False
301-653,False
246-580,False
760-792,False
61-419,False
211-704,False
242-551,False
526-664,False
246-811,False
38-591,False
659-714,False
112-422,False
319-738,False
89-486,False
219-938,False
684-912,False
19-246,False
551-941,False
51-139,False
275-367,False
36-294,False
296-607,False
321-679,False
54-177,False
653-861,False
296-937,False
137-674,False
815-902,False
367-465,False
310-712,False
649-805,False
312-446,False
177-355,False
317-415,False
819-822,False
36-118,False
367-445,False
48-416,False
151-859,False
792-937,False
599-900,False
59-363,False
737-816,False
345-704,False
113-699,False
112-577,False
153-850,False
135-876,False
261-615,False
819-891,False
55-444,False
188-673,False
438-834,False
275-399,False
30-497,False
813-925,False
68-664,False
610-760,False
44-462,False
526-683,False
569-764,False
627-732,False
163-714,False
408-545,False
89-434,False
42-582,False
522-813,False
424-613,False
707-941,False
692-792,False
751-887,False
336-424,False
740-901,False
140-873,False
17-505,False
315-421,False
814-869,False
11-307,False
80-502,False
345-637,False
24-883,False
562-934,False
42-662,False
68-382,False
327-853,False
339-476,False
315-821,False
315-610,False
469-523,False
495-887,False
86-912,False
737-891,False
428-709,False
710-919,False
522-737,False
82-941,False
83-811,False
308-442,False
85-177,False
126-634,False
50-133,False
170-310,False
78-634,False
267-661,False
673-684,False
317-355,False
292-814,False
103-247,False
444-649,False
324-627,False
551-649,False
2-101,False
336-467,False
61-379,False
95-113,False
283-876,False
502-916,False
30-161,False
638-941,False
36-85,False
202-714,False
141-607,False
733-938,False
10-630,False
414-912,False
91-679,False
696-859,False
316-342,False
753-786,False
232-766,False
508-640,False
505-909,False
247-927,False
229-630,False
49-59,False
170-922,False
14-458,False
161-222,False
71-474,False
427-887,False
419-595,False
65-665,False
21-431,False
43-888,False
661-683,False
409-889,False
143-709,False
188-538,False
576-910,False
822-925,False
834-887,False
595-937,False
65-780,False
287-925,False
240-410,False
438-497,False
229-448,False
130-803,False
515-938,False
281-775,False
83-240,False
516-937,False
629-672,False
351-557,False
338-693,False
123-275,False
274-515,False
26-113,False
698-901,False
192-465,False
312-363,False
502-900,False
124-900,False
14-390,False
1-684,False
496-735,False
89-836,False
7-205,False
428-480,False
68-163,False
891-927,False
351-452,False
7-49,False
294-634,False
98-610,False
40-629,False
572-821,False
50-685,False
339-364,False
670-859,False
379-667,False
804-805,False
545-671,False
187-405,False
91-888,False
140-467,False
59-273,False
424-712,False
26-272,False
133-376,False
442-682,False
465-910,False
742-805,False
219-390,False
11-273,False
469-699,False
137-480,False
281-662,False
153-317,False
189-296,False
412-615,False
103-161,False
780-916,False
419-709,False
89-403,False
487-746,False
141-591,False
233-760,False
562-760,False
419-679,False
634-673,False
239-640,False
11-869,False
401-447,False
327-667,False
195-405,False
630-754,False
233-772,False
319-507,False
219-696,False
156-629,False
44-431,False
423-825,False
50-845,False
29-486,False
141-824,False
65-202,False
280-883,False
50-85,False
123-308,False
53-853,False
511-887,False
659-732,False
351-922,False
54-753,False
48-195,False
209-817,False
95-272,False
405-805,False
71-324,False
707-735,False
390-467,False
115-465,False
90-339,False
321-898,False
90-215,False
143-665,False
197-735,False
819-854,False
450-569,False
188-925,False
341-582,False
403-927,False
242-924,False
599-764,False
11-132,False
403-659,False
409-760,False
376-577,False
197-661,False
839-934,False
119-124,False
19-427,False
653-869,False
112-197,False
742-772,False
409-467,False
195-502,False
415-768,False
169-667,False
50-283,False
169-526,False
36-898,False
462-937,False
462-804,False
363-436,False
126-403,False
499-664,False
273-355,False
222-704,False
151-313,False
107-836,False
44-503,False
178-888,False
469-919,False
137-883,False
341-704,False
11-436,False
38-160,False
627-821,False
229-342,False
351-446,False
29-415,False
160-918,False
496-822,False
10-640,False
308-419,False
44-712,False
54-830,False
581-753,False
130-934,False
208-791,False
327-345,False
133-339,False
329-465,False
804-941,False
15-447,False
274-339,False
80-873,False
26-684,False
25-30,False
613-839,False
495-738,False
569-674,False
202-445,False
677-875,False
510-783,False
371-579,False
355-937,False
195-424,False
235-673,False
312-889,False
672-772,False
428-640,False
174-516,False
242-610,False
78-476,False
692-739,False
696-937,False
452-682,False
112-854,False
501-707,False
112-833,False
538-766,False
274-431,False
53-240,False
665-712,False
840-909,False
169-247,False
294-468,False
89-653,False
508-712,False
25-641,False
195-817,False
281-410,False
42-474,False
2-510,False
501-901,False
447-819,False
219-613,False
421-937,False
634-812,False
811-845,False
36-346,False
188-912,False
107-240,False
338-603,False
42-551,False
516-615,False
408-510,False
324-569,False
59-551,False
395-804,False
359-523,False
342-403,False
246-591,False
339-664,False
283-436,False
408-909,False
449-689,False
560-673,False
283-591,False
538-774,False
112-716,False
819-941,False
178-364,False
480-844,False
235-935,False
55-744,False
112-359,False
24-51,False
107-382,False
59-627,False
615-780,False
135-277,False
48-59,False
307-667,False
369-710,False
85-324,False
287-315,False
764-772,False
119-195,False
143-345,False
285-683,False
423-840,False
59-468,False
44-778,False
629-873,False
163-896,False
187-813,False
487-630,False
285-732,False
141-281,False
261-783,False
319-512,False
71-206,False
376-723,False
467-834,False
744-766,False
247-665,False
630-638,False
505-922,False
43-141,False
753-778,False
48-151,False
292-830,False
778-840,False
274-699,False
65-935,False
219-341,False
409-476,False
496-688,False
150-285,False
474-918,False
101-379,False
61-595,False
205-909,False
123-205,False
510-512,False
53-922,False
778-825,False
26-815,False
163-735,False
431-783,False
442-512,False
527-733,False
55-436,False
408-942,False
161-400,False
132-890,False
233-378,False
780-812,False
17-902,False
195-280,False
355-515,False
346-369,False
143-409,False
685-942,False
232-825,False
30-753,False
376-400,False
283-742,False
123-222,False
382-696,False
112-861,False
728-873,False
415-449,False
232-896,False
78-812,False
126-662,False
170-531,False
308-607,False
115-163,False
233-261,False
161-857,False
49-184,False
399-551,False
791-801,False
674-840,False
448-918,False
85-728,False
627-682,False
637-670,False
341-677,False
313-315,False
82-854,False
233-709,False
280-709,False
140-516,False
367-711,False
307-446,False
174-511,False
3-240,False
71-367,False
226-403,False
130-768,False
132-410,False
119-902,False
130-753,False
371-712,False
342-627,False
7-922,False
65-747,False
791-937,False
223-627,False
85-257,False
107-376,False
634-901,False
40-723,False
359-815,False
709-710,False
336-427,False
551-693,False
105-875,False
103-496,False
526-569,False
89-824,False
339-912,False
89-319,False
151-344,False
11-53,False
71-865,False
110-766,False
229-369,False
199-782,False
163-208,False
551-836,False
132-778,False
90-766,False
487-883,False
641-722,False
48-775,False
66-803,False
415-814,False
363-754,False
415-933,False
177-512,False
150-510,False
177-819,False
783-927,False
215-283,False
215-842,False
434-511,False
195-326,False
390-869,False
11-941,False
226-661,False
495-775,False
775-902,False
139-816,False
815-859,False
667-854,False
674-876,False
408-415,False
205-486,False
235-804,False
440-445,False
683-735,False
24-786,False
427-714,False
316-486,False
30-834,False
469-857,False
338-424,False
156-226,False
95-156,False
139-637,False
522-591,False
346-716,False
124-840,False
562-850,False
105-415,False
486-511,False
339-408,False
223-233,False
346-845,False
508-662,False
17-107,False
412-805,False
242-662,False
452-522,False
346-424,False
728-859,False
126-742,False
346-557,False
310-750,False
514-704,False
86-310,False
526-883,False
226-476,False
11-371,False
95-634,False
199-569,False
310-526,False
65-156,False
137-792,False
414-511,False
393-489,False
133-875,False
177-273,False
235-898,False
199-499,False
545-710,False
583-918,False
257-527,False
580-638,False
474-935,False
344-787,False
294-508,False
531-873,False
208-843,False
449-891,False
683-859,False
48-119,False
283-712,False
446-683,False
507-538,False
55-812,False
169-689,False
442-673,False
38-50,False
890-942,False
36-664,False
338-853,False
247-674,False
10-408,False
428-927,False
499-918,False
310-405,False
68-825,False
89-229,False
40-850,False
2-839,False
98-572,False
344-918,False
275-560,False
307-772,False
467-728,False
51-510,False
273-896,False
222-280,False
184-468,False
501-665,False
95-137,False
112-774,False
467-577,False
671-673,False
444-804,False
480-898,False
42-753,False
562-775,False
377-941,False
580-869,False
48-371,False
371-791,False
174-522,False
53-458,False
495-754,False
412-817,False
95-803,False
531-579,False
208-935,False
315-688,False
273-377,False
415-667,False
29-496,False
486-580,False
677-834,False
273-850,False
283-792,False
577-901,False
247-257,False
292-462,False
30-414,False
118-467,False
560-684,False
30-891,False
19-791,False
294-405,False
419-436,False
229-427,False
82-572,False
653-840,False
732-786,False
732-889,False
440-803,False
113-768,False
242-401,False
59-582,False
670-791,False
132-934,False
85-787,False
17-934,False
438-844,False
428-900,False
428-512,False
495-732,False
643-812,False
44-336,False
160-242,False
403-786,False
444-780,False
25-669,False
684-854,False
26-923,False
10-819,False
275-545,False
469-677,False
184-405,False
359-508,False
317-458,False
141-317,False
55-714,False
133-264,False
755-811,False
438-861,False
486-640,False
107-682,False
428-649,False
875-909,False
133-677,False
458-869,False
821-938,False
603-772,False
584-744,False
199-661,False
55-912,False
412-579,False
305-682,False
321-742,False
101-876,False
43-344,False
170-240,False
257-728,False
211-817,False
118-786,False
24-66,False
734-803,False
10-486,False
19-933,False
737-747,False
541-711,False
342-824,False
607-712,False
346-405,False
667-707,False
421-924,False
103-844,False
257-679,False
467-791,False
446-649,False
496-664,False
10-301,False
24-821,False
150-817,False
140-615,False
487-775,False
202-836,False
110-508,False
188-569,False
414-801,False
815-850,False
627-919,False
143-641,False
30-819,False
319-345,False
819-842,False
178-704,False
283-898,False
197-873,False
229-581,False
119-581,False
816-910,False
267-667,False
184-422,False
465-557,False
169-219,False
14-48,False
501-801,False
42-285,False
205-482,False
474-685,False
44-68,False
576-775,False
515-672,False
476-693,False
410-501,False
671-916,False
170-704,False
121-792,False
48-747,False
119-557,False
803-850,False
583-641,False
170-610,False
21-294,False
151-450,False
834-853,False
310-933,False
662-782,False
202-496,False
444-760,False
26-135,False
421-772,False
130-275,False
599-684,False
233-576,False
382-880,False
378-538,False
163-487,False
61-177,False
50-659,False
363-501,False
38-83,False
523-569,False
563-757,False
14-839,False
364-415,False
351-465,False
588-677,False
133-662,False
51-557,False
757-923,False
242-447,False
170-281,False
774-942,False
591-768,False
50-178,False
661-671,False
551-839,False
737-772,False
499-522,False
341-424,False
66-163,False
653-909,False
522-583,False
405-410,False
307-699,False
300-526,False
15-31,False
438-641,False
91-733,False
438-458,False
431-782,False
627-923,False
29-714,False
85-487,False
51-169,False
209-814,False
40-523,False
59-515,False
436-768,False
91-345,False
226-233,False
557-754,False
399-712,False
638-887,False
150-421,False
739-840,False
90-563,False
177-184,False
205-627,False
760-909,False
355-508,False
515-859,False
247-363,False
247-747,False
834-924,False
465-591,False
40-61,False
19-783,False
199-465,False
66-342,False
89-923,False
526-649,False
222-739,False
281-649,False
156-896,False
187-845,False
351-427,False
836-857,False
71-415,False
239-693,False
25-416,False
449-824,False
174-629,False
24-450,False
42-918,False
55-738,False
26-722,False
778-937,False
317-682,False
188-267,False
341-599,False
780-935,False
514-732,False
54-415,False
512-942,False
25-754,False
445-582,False
205-583,False
661-919,False
19-42,False
447-840,False
21-59,False
76-580,False
449-850,False
538-732,False
607-875,False
151-415,False
538-896,False
115-368,False
31-442,False
359-935,False
296-836,False
452-556,False
424-480,False
132-699,False
310-716,False
126-579,False
133-888,False
43-526,False
448-465,False
19-677,False
14-336,False
507-581,False
579-912,False
174-588,False
653-792,False
235-822,False
202-834,False
119-821,False
103-119,False
274-310,False
819-825,False
775-811,False
446-672,False
151-677,False
447-507,False
80-447,False
59-753,False
232-452,False
118-379,False
40-355,False
514-924,False
211-662,False
576-764,False
174-580,False
780-819,False
560-778,False
123-345,False
233-629,False
367-873,False
188-780,False
742-812,False
232-415,False
239-591,False
438-563,False
395-791,False
59-556,False
113-141,False
264-783,False
229-595,False
480-685,False
2-51,False
287-341,False
496-942,False
319-355,False
782-896,False
202-277,False
161-403,False
274-912,False
43-281,False
163-667,False
450-501,False
300-925,False
689-836,False
341-419,False
562-698,False
163-591,False
240-615,False
377-842,False
14-65,False
25-722,False
141-487,False
15-414,False
607-662,False
476-805,False
14-38,False
342-890,False
327-738,False
239-916,False
105-316,False
222-766,False
101-264,False
467-919,False
630-641,False
277-804,False
287-588,False
496-516,False
119-880,False
7-21,False
669-819,False
499-551,False
465-842,False
59-170,False
137-750,False
15-751,False
